Poster_Link,Series_Title,Released_Year,Certificate,Runtime,Genre,IMDB_Rating,Overview,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross,Primary_Genre
"https://m.media-amazon.com/images/M/MV5BZjRlNDUxZjAtOGQ4OC00OTNlLTgxNmQtYTBmMDgwZmNmNjkxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Die Hard,-0.13952107194773955,1,0.3745057072317117,"Action, Thriller",0.9575835058312245,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,-0.5668044597150808,John McTiernan,Bruce Willis,Alan Rickman,Bonnie Bedelia,Reginald VelJohnson,2.136559547545609,0.5598477261328922,Action
"https://m.media-amazon.com/images/M/MV5BZDBjZTM4ZmEtOTA5ZC00NTQzLTkyNzYtMmUxNGU2YjI5YjU5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",Ran,-0.2687176276799767,12,1.5288753509357542,"Action, Drama, War",0.9575835058312245,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",1.6460409365029927,Akira Kurosawa,Tatsuya Nakadai,Akira Terao,Jinpachi Nezu,Daisuke Ry,-0.5451618481670616,-0.9219099221552178,Action
"https://m.media-amazon.com/images/M/MV5BYjRmODkzNDItMTNhNi00YjJlLTg0ZjAtODlhZTM0YzgzYThlXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",Raging Bull,-0.4840452205670386,1,0.2590687428613075,"Biography, Drama, Sport",0.9575835058312245,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",1.0006276959393878,Martin Scorsese,Robert De Niro,Cathy Moriarty,Joe Pesci,Frank Vincent,0.27967376379050607,-0.5603009367394777,Biography
"https://m.media-amazon.com/images/M/MV5BMDgwODNmMGItMDcwYi00OWZjLTgyZjAtMGYwMmI4N2Q0NmJmXkEyXkFqcGdeQXVyNzY1MTU0Njk@._V1_UY98_CR1,0,67,98_AL_.jpg",Stalker,-0.527110739144451,12,1.5288753509357542,"Drama, Sci-Fi",0.9575835058312245,A guide leads two men through an area known as the Zone to find a room that grants wishes.,-0.016218075543383823,Andrei Tarkovsky,Alisa Freyndlikh,Aleksandr Kaydanovskiy,Anatoliy Solonitsyn,Nikolay Grinko,-0.5276687378181729,-0.9951969673817187,Drama
"https://m.media-amazon.com/images/M/MV5BNGIyMWRlYTctMWNlMi00ZGIzLThjOTgtZjQzZjRjNmRhMDdlXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg",Hstsonaten,-0.5701762577218633,12,-0.8953009008427351,"Drama, Music",0.9575835058312245,"A married daughter who longs for her mother's love is visited by the latter, a successful concert pianist.",-0.016218075543383823,Ingmar Bergman,Ingrid Bergman,Liv Ullmann,Lena Nyman,Halvar Bjrk,-0.8825346047380846,0.27853523419851484,Drama
"https://m.media-amazon.com/images/M/MV5BMjk3YjJmYTctMTAzZC00MzE4LWFlZGMtNDM5OTMyMDEzZWIxXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg",The Message,-0.656307294876688,5,2.1060601727877755,"Biography, Drama, History",0.9575835058312245,This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.,-0.016218075543383823,Moustapha Akkad,Anthony Quinn,Irene Papas,Michael Ansara,Johnny Sekka,-0.8155170806311933,0.27853523419851484,Biography
"https://m.media-amazon.com/images/M/MV5BOGZiM2IwODktNTdiMC00MGU1LWEyZTYtOTk4NTkwYmJkNmI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR2,0,67,98_AL_.jpg",Sholay,-0.6993728134541004,12,2.5293290421459247,"Action, Adventure, Comedy",0.9575835058312245,"After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit.",-0.016218075543383823,Ramesh Sippy,Sanjeev Kumar,Dharmendra,Amitabh Bachchan,Amjad Khan,-0.7863658366060969,0.27853523419851484,Action
"https://m.media-amazon.com/images/M/MV5BN2IyNTE4YzUtZWU0Mi00MGIwLTgyMmQtMzQ4YzQxYWNlYWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Monty Python and the Holy Grail,-0.6993728134541004,5,-1.2031328058304798,"Adventure, Comedy, Fantasy",0.9575835058312245,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",1.1850314789575607,Terry Gilliam,Terry Jones,Graham Chapman,John Cleese,Eric Idle,0.9849731216973341,-0.9765141792301424,Adventure
"https://m.media-amazon.com/images/M/MV5BNzA2NmYxMWUtNzBlMC00MWM2LTkwNmQtYTFlZjQwODNhOWE0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX67_CR0,0,67,98_AL_.jpg",The Great Escape,-1.216159036383049,12,1.9136652321704353,"Adventure, Drama, History",0.9575835058312245,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,0.7240220214121287,John Sturges,Steve McQueen,James Garner,Richard Attenborough,Charles Bronson,-0.10300772454002603,-0.7722887198551158,Adventure
"https://m.media-amazon.com/images/M/MV5BNmVmYzcwNzMtMWM1NS00MWIyLThlMDEtYzUwZDgzODE1NmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",To Kill a Mockingbird,-1.2592245549604613,12,0.2590687428613075,"Crime, Drama",0.9575835058312245,"Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice.",0.9084258044303014,Robert Mulligan,Gregory Peck,John Megna,Frank Overton,Rosemary Murphy,0.16916379708420426,0.27853523419851484,Crime
"https://m.media-amazon.com/images/M/MV5BZThiZjAzZjgtNDU3MC00YThhLThjYWUtZGRkYjc2ZWZlOTVjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",Yjinb,-1.3022900735378737,12,-0.47203203148458617,"Action, Drama, Thriller",0.9575835058312245,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,-0.016218075543383823,Akira Kurosawa,Toshir Mifune,Eijir Tno,Tatsuya Nakadai,Yko Tsukasa,-0.5501300491017347,0.27853523419851484,Action
"https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_UX67_CR0,0,67,98_AL_.jpg",Judgment at Nuremberg,-1.3022900735378737,1,2.183018149034712,"Drama, War",0.9575835058312245,"In 1948, an American court in occupied Germany tries four Nazis judged for war crimes.",-1.6732271578241176,Stanley Kramer,Spencer Tracy,Burt Lancaster,Richard Widmark,Marlene Dietrich,-0.7147622808671997,0.27853523419851484,Drama
"https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Some Like It Hot,-1.3884211106926985,12,-0.04876316212643721,"Comedy, Music, Romance",0.9575835058312245,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",1.8304447195211653,Billy Wilder,Marilyn Monroe,Tony Curtis,Jack Lemmon,George Raft,-0.027310623383900088,-0.5299415421960373,Comedy
"https://m.media-amazon.com/images/M/MV5BZjJhNTBmNTgtMDViOC00NDY2LWE4N2ItMDJiM2ZiYmQzYzliXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UY98_CR0,0,67,98_AL_.jpg",Smultronstllet,-1.4745521478475232,12,-1.2031328058304798,"Drama, Romance",0.9575835058312245,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",0.9084258044303014,Ingmar Bergman,Victor Sjstrm,Bibi Andersson,Ingrid Thulin,Gunnar Bjrnstrand,-0.6086886299836116,0.27853523419851484,Drama
"https://m.media-amazon.com/images/M/MV5BM2I1ZWU4YjMtYzU0My00YmMzLWFmNTAtZDJhZGYwMmI3YWQ5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Det sjunde inseglet,-1.4745521478475232,1,-1.0107378652131394,"Drama, Fantasy, History",0.9575835058312245,"A man seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",0.9084258044303014,Ingmar Bergman,Max von Sydow,Gunnar Bjrnstrand,Bengt Ekerot,Nils Poppe,-0.3385776706820094,0.27853523419851484,Drama
"https://m.media-amazon.com/images/M/MV5BNjZmZGRiMDgtNDkwNi00OTZhLWFhZmMtYTdkYjgyNThhOWY3XkEyXkFqcGdeQXVyMTA1NTM1NDI2._V1_UX67_CR0,0,67,98_AL_.jpg",Du rififi chez les hommes,-1.560683185002348,12,-0.16420012649684146,"Crime, Drama, Thriller",0.9575835058312245,"Four men plan a technically perfect crime, but the human element intervenes...",1.738242828012079,Jules Dassin,Jean Servais,Carl Mhner,Robert Manuel,Janine Darcey,-0.8749109181333324,-0.9985315330400872,Crime
"https://m.media-amazon.com/images/M/MV5BOWIwODIxYWItZDI4MS00YzhhLWE3MmYtMzlhZDIwOTMzZmE5L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",Dial M for Murder,-1.6037487035797604,1,-0.6644269721019266,"Crime, Thriller",0.9575835058312245,A former tennis player tries to arrange his wife's murder after learning of her affair.,-0.2901987851878216,Alfred Hitchcock,Ray Milland,Grace Kelly,Robert Cummings,John Williams,-0.3645967023811223,-0.9993706178728752,Crime
"https://m.media-amazon.com/images/M/MV5BYWQ4ZTRiODktNjAzZC00Nzg1LTk1YWQtNDFmNDI0NmZiNGIwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY98_CR0,0,67,98_AL_.jpg",Tky monogatari,-1.6468142221571727,12,0.5284216597255841,Drama,0.9575835058312245,"An old couple visit their children and grandchildren in the city, but receive little attention.",-0.016218075543383823,Yasujir Ozu,Chish Ry,Chieko Higashiyama,S Yamamura,Setsuko Hara,-0.7790021827227472,0.27853523419851484,Drama
"https://m.media-amazon.com/images/M/MV5BMjEzMzA4NDE2OF5BMl5BanBnXkFtZTcwNTc5MDI2NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Rashmon,-1.7760107778894099,12,-1.318569770200884,"Crime, Drama, Mystery",0.9575835058312245,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",1.8304447195211653,Akira Kurosawa,Toshir Mifune,Machiko Ky,Masayuki Mori,Takashi Shimura,-0.3873022868272137,-0.9977924305080358,Crime
"https://m.media-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",All About Eve,-1.7760107778894099,7,0.6053796359725202,Drama,0.9575835058312245,A seemingly timid but secretly ruthless ingnue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,1.8304447195211653,Joseph L. Mankiewicz,Bette Davis,Anne Baxter,George Sanders,Celeste Holm,-0.5135087741708967,-0.9994154239208377,Drama
"https://m.media-amazon.com/images/M/MV5BOTJlZWMxYzEtMjlkMS00ODE0LThlM2ItMDI3NGQ2YjhmMzkxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",The Treasure of the Sierra Madre,-1.8621418150442346,7,0.14363177849090322,"Adventure, Drama, Western",0.9575835058312245,Two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,1.8304447195211653,John Huston,Humphrey Bogart,Walter Huston,Tim Holt,Bruce Bennett,-0.5380739865639871,-0.9054105881413351,Adventure
"https://m.media-amazon.com/images/M/MV5BYTIwNDcyMjktMTczMy00NDM5LTlhNDEtMmE3NGVjOTM2YjQ3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX67_CR0,0,67,98_AL_.jpg",To Be or Not to Be,-2.120534926508709,7,-0.8953009008427351,"Comedy, War",0.9575835058312245,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",0.7240220214121287,Ernst Lubitsch,Carole Lombard,Jack Benny,Robert Stack,Felix Bressart,-0.8705573399947013,0.27853523419851484,Comedy
"https://m.media-amazon.com/images/M/MV5BZjEyOTE4MzMtNmMzMy00Mzc3LWJlOTQtOGJiNDE0ZmJiOTU4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR2,0,67,98_AL_.jpg",The Gold Rush,-2.7880504644586006,7,-1.0492168533366075,"Adventure, Comedy, Drama",0.9575835058312245,A prospector goes to the Klondike in search of gold and finds it and more.,-0.016218075543383823,Charles Chaplin,Charles Chaplin,Mack Swain,Tom Murray,Henry Bergman,-0.5902814652200963,-0.8972196292685167,Adventure
"https://m.media-amazon.com/images/M/MV5BZWFhOGU5NDctY2Q3YS00Y2VlLWI1NzEtZmIwY2ZiZjY4OTA2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Sherlock Jr.,-2.7880504644586006,7,-2.703813342645735,"Action, Comedy, Romance",0.9575835058312245,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",-0.016218075543383823,Buster Keaton,Buster Keaton,Kathryn McGuire,Joe Keaton,Erwin Connelly,-0.8230028710958078,-0.9812450591504884,Action
"https://m.media-amazon.com/images/M/MV5BNjgwNjkwOWYtYmM3My00NzI1LTk5OGItYWY0OTMyZTY4OTg2XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Portrait de la jeune fille en feu,1.195510003952044,8,-0.010284174002969122,"Drama, Romance",0.5797691605210369,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",1.5538390449939061,Cline Sciamma,Nomie Merlant,Adle Haenel,Luna Bajrami,Valeria Golino,-0.7396781434452115,-0.9289717310461741,Drama
"https://m.media-amazon.com/images/M/MV5BNGI1MTI1YTQtY2QwYi00YzUzLTg3NWYtNzExZDlhOTZmZWU0XkEyXkFqcGdeQXVyMDkwNTkwNg@@._V1_UY98_CR3,0,67,98_AL_.jpg",Pink,1.0663134482198071,14,0.5284216597255841,"Drama, Thriller",0.5797691605210369,"When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.",-0.016218075543383823,Aniruddha Roy Chowdhury,Taapsee Pannu,Amitabh Bachchan,Kirti Kulhari,Andrea Tariang,-0.833912425725554,-0.9762882515434348,Drama
"https://m.media-amazon.com/images/M/MV5BZGRkOGMxYTUtZTBhYS00NzI3LWEzMDQtOWRhMmNjNjJjMzM4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR0,0,67,98_AL_.jpg",Koe no katachi,1.0663134482198071,0,0.29754773098477555,"Animation, Drama, Family",0.5797691605210369,"A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.",-0.013593110660562456,Naoko Yamada,Miyu Irino,Saori Hayami,Aoi Yki,Kensh Ono,-0.8004548822384452,0.27853523419851484,Animation
"https://m.media-amazon.com/images/M/MV5BMDk0YzAwYjktMWFiZi00Y2FmLWJmMmMtMzUyZDZmMmU5MjkzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg",Contratiempo,1.0663134482198071,10,-0.6259479839784585,"Crime, Drama, Mystery",0.5797691605210369,A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense.,-0.016218075543383823,Oriol Paulo,Mario Casas,Ana Wagener,Jose Coronado,Brbara Lennie,-0.4308617075518339,0.27853523419851484,Crime
"https://m.media-amazon.com/images/M/MV5BNDJhYTk2MTctZmVmOS00OTViLTgxNjQtMzQxOTRiMDdmNGRjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR0,0,67,98_AL_.jpg",Ah-ga-ssi,1.0663134482198071,1,0.8747325528367969,"Drama, Romance, Thriller",0.5797691605210369,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.",0.5396182383939558,Chan-wook Park,Kim Min-hee,Jung-woo Ha,Cho Jin-woong,Moon So-Ri,-0.54065461432942,-0.9619058858795144,Drama
"https://m.media-amazon.com/images/M/MV5BMGI3YWFmNDQtNjc0Ny00ZDBjLThlNjYtZTc1ZTk5MzU2YTVjXkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_UY98_CR1,0,67,98_AL_.jpg",Mommy,0.9801824110649823,8,0.6438586240959884,Drama,0.5797691605210369,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",-0.382400676696908,Xavier Dolan,Anne Dorval,Antoine Olivier Pilon,Suzanne Clment,Patrick Huard,-0.7886667322015364,-0.9339896326859214,Drama
"https://m.media-amazon.com/images/M/MV5BMjA1NTEwMDMxMF5BMl5BanBnXkFtZTgwODkzMzI0MjE@._V1_UY98_CR0,0,67,98_AL_.jpg",Haider,0.9801824110649823,14,1.451917374688818,"Action, Crime, Drama",0.5797691605210369,"A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate.",-0.016218075543383823,Vishal Bhardwaj,Shahid Kapoor,Tabu,Shraddha Kapoor,Kay Kay Menon,-0.7896714040796821,-0.9826684261206698,Action
"https://m.media-amazon.com/images/M/MV5BYzc5MTU4N2EtYTkyMi00NjdhLTg3NWEtMTY4OTEyMzJhZTAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",Logan,1.1093789667972194,1,0.5669006478490521,"Action, Drama, Sci-Fi",0.5797691605210369,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",-0.10579500216964885,James Mangold,Hugh Jackman,Patrick Stewart,Dafne Keen,Boyd Holbrook,1.5641723692828708,2.054514878571605,Action
"https://m.media-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_UX67_CR0,0,67,98_AL_.jpg",Room,1.0232479296423946,8,-0.16420012649684146,"Drama, Thriller",0.5797691605210369,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",0.7240220214121287,Lenny Abrahamson,Brie Larson,Jacob Tremblay,Sean Bridgers,Wendy Crewson,0.47539960521214897,-0.7238629819616904,Drama
"https://m.media-amazon.com/images/M/MV5BNGQzY2Y0MTgtMDA4OC00NjM3LWI0ZGQtNTJlM2UxZDQxZjI0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY98_CR1,0,67,98_AL_.jpg",Relatos salvajes,0.9801824110649823,8,-0.010284174002969122,"Comedy, Drama, Thriller",0.5797691605210369,Six short stories that explore the extremities of human behavior involving people in distress.,-0.10579500216964885,Damin Szifron,Daro Grandinetti,Mara Marull,Mnica Villa,Diego Starosta,-0.29082620729720504,-0.9412352872730461,Comedy
"https://m.media-amazon.com/images/M/MV5BZGE1MDg5M2MtNTkyZS00MTY5LTg1YzUtZTlhZmM1Y2EwNmFmXkEyXkFqcGdeQXVyNjA3OTI0MDc@._V1_UX67_CR0,0,67,98_AL_.jpg",Soul,1.2385755225294566,12,-0.856821912719267,"Animation, Adventure, Comedy",0.5797691605210369,"After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife.",0.4474163468848695,Pete Docter,Kemp Powers,Jamie Foxx,Tina Fey,Graham Norton,-0.36130295457669187,0.27853523419851484,Animation
"https://m.media-amazon.com/images/M/MV5BYzE2MjEwMTQtOTQ2Mi00ZWExLTkyMjUtNmJjMjBlYWFjZDdlXkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_UY98_CR0,0,67,98_AL_.jpg",Kis Uykusu,0.9801824110649823,12,2.5293290421459247,Drama,0.5797691605210369,A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.,0.9084258044303014,Nuri Bilge Ceylan,Haluk Bilginer,Melisa Szen,Demet Akbag,Ayberk Pekcan,-0.8050290942012965,-0.9964970566635436,Drama
"https://m.media-amazon.com/images/M/MV5BMTYzOTE2NjkxN15BMl5BanBnXkFtZTgwMDgzMTg0MzE@._V1_UY98_CR0,0,67,98_AL_.jpg",PK,0.9801824110649823,14,1.1825644578245416,"Comedy, Drama, Musical",0.5797691605210369,An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religion on its people.,-0.016218075543383823,Rajkumar Hirani,Aamir Khan,Anushka Sharma,Sanjay Dutt,Boman Irani,-0.34597678357282313,-0.8001660847806659,Comedy
"https://m.media-amazon.com/images/M/MV5BMGNhYjUwNmYtNDQxNi00NDdmLTljMDAtZWM1NDQyZTk3ZDYwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",OMG: Oh My God!,0.8940513739101575,12,0.10515279036743513,"Comedy, Drama, Fantasy",0.5797691605210369,A shopkeeper takes God to court when his shop is destroyed by an earthquake.,-0.016218075543383823,Umesh Shukla,Paresh Rawal,Akshay Kumar,Mithun Chakraborty,Mahesh Manjrekar,-0.7845731867843077,-0.9822624288449807,Comedy
"https://m.media-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_UX67_CR0,0,67,98_AL_.jpg",The Grand Budapest Hotel,0.9801824110649823,14,-0.8953009008427351,"Adventure, Comedy, Crime",0.5797691605210369,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.",0.9084258044303014,Wes Anderson,Ralph Fiennes,F. Murray Abraham,Mathieu Amalric,Adrien Brody,1.7995650203875344,0.11068759149210783,Adventure
"https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",Gone Girl,0.9801824110649823,1,1.028648505330669,"Drama, Mystery, Thriller",0.5797691605210369,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",0.07860878084852393,David Fincher,Ben Affleck,Rosamund Pike,Neil Patrick Harris,Tyler Perry,2.372253600213716,2.054514878571605,Drama
"https://m.media-amazon.com/images/M/MV5BYzQxNDZhNDUtNDUwOC00NjQyLTg2OWUtZWVlYThjYjYyMTc2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",kami kodomo no Ame to Yuki,0.8940513739101575,12,-0.20267911462030955,"Animation, Drama, Fantasy",0.5797691605210369,"After her werewolf lover unexpectedly dies in an accident while hunting for food for their children, a young woman must find ways to raise the werewolf son and daughter that she had with him while keeping their trait hidden from society.",-0.6590063512241672,Mamoru Hosoda,Aoi Miyazaki,Takao Osawa,Haru Kuroki,Yukito Nishii,-0.8355396001791782,0.27853523419851484,Animation
"https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",Hacksaw Ridge,1.0663134482198071,1,0.6438586240959884,"Biography, Drama, History",0.5797691605210369,"World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people, and becomes the first man in American history to receive the Medal of Honor without firing a shot.",-0.6590063512241672,Mel Gibson,Andrew Garfield,Sam Worthington,Luke Bracey,Teresa Palmer,0.7290891041682177,0.26303373418584675,Biography
"https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_UX67_CR0,0,67,98_AL_.jpg",Inside Out,1.0232479296423946,12,-1.0492168533366075,"Animation, Adventure, Comedy",0.5797691605210369,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",1.4616371534848198,Pete Docter,Ronnie Del Carmen,Amy Poehler,Bill Hader,Lewis Black,1.4394512203629561,2.054514878571605,Animation
"https://m.media-amazon.com/images/M/MV5BMTQzMTEyODY2Ml5BMl5BanBnXkFtZTgwMjA0MDUyMjE@._V1_UY98_CR0,0,67,98_AL_.jpg",Barfi!,0.8940513739101575,12,1.1056064815776054,"Comedy, Drama, Romance",0.5797691605210369,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,-0.016218075543383823,Anurag Basu,Ranbir Kapoor,Priyanka Chopra,Ileana D'Cruz,Saurabh Shukla,-0.6900867515619993,-0.9469125611020552,Comedy
"https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",12 Years a Slave,0.9371168924875699,1,0.4514636834786479,"Biography, Drama, History",0.5797691605210369,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",1.6460409365029927,Steve McQueen,Chiwetel Ejiofor,Michael Kenneth Williams,Michael Fassbender,Brad Pitt,1.535210239964249,0.06506761395807824,Biography
"https://m.media-amazon.com/images/M/MV5BOWEwODJmZDItYTNmZC00OGM4LThlNDktOTQzZjIzMGQxODA4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Rush,0.9371168924875699,14,0.028194814120498964,"Action, Biography, Drama",0.5797691605210369,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,-0.382400676696908,Ron Howard,Daniel Brhl,Chris Hemsworth,Olivia Wilde,Alexandra Maria Lara,0.7168084679165316,-0.49335230347192216,Action
"https://m.media-amazon.com/images/M/MV5BM2UwMDVmMDItM2I2Yi00NGZmLTk4ZTUtY2JjNTQ3OGQ5ZjM2XkEyXkFqcGdeQXVyMTA1OTYzOTUx._V1_UX67_CR0,0,67,98_AL_.jpg",Ford v Ferrari,1.195510003952044,14,1.1440854697010734,"Action, Biography, Drama",0.5797691605210369,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,0.2630125638666967,James Mangold,Matt Damon,Christian Bale,Jon Bernthal,Caitriona Balfe,0.159227395214858,1.2101492926268667,Action
"https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_UX67_CR0,0,67,98_AL_.jpg",Spotlight,1.0232479296423946,1,0.2590687428613075,"Biography, Crime, Drama",0.5797691605210369,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",1.3694352619757333,Tom McCarthy,Mark Ruffalo,Michael Keaton,Rachel McAdams,Liev Schreiber,0.6675795458873954,-0.15316164224544174,Biography
